year,plan_id,plan_name,location,iso,sector_id,sector,metric_name,metric_id,value,category_id,category_name,description,source,funding,type,revisedRequirements,gdp_defl,requirements_defl,funding_defl
2021,1028,Tchad Plan de Réponse Humanitaire 2021,Chad,TCD,0,Total,Atteintes Attendues,expectedReach,2e+06,Total,Total,Final Plan Caseload,HRP,193443252,Humanitarian response plan,617522407,1.05187362237396,587069010.82501,183903510.73109
2021,1029,Venezuela Plan de Respuesta humanitario 2021,"Venezuela, Bolivarian Republic of",VEN,0,Total,Personas con Necesidades,inNeed,7e+06,Total,Total,Plan Caseload Estimate,GHO Estimates,260731157,Humanitarian response plan,708098081,1.05187362237396,673177904.586963,247873082.330518
2021,1029,Venezuela Plan de Respuesta humanitario 2021,"Venezuela, Bolivarian Republic of",VEN,0,Total,Población Meta,target,4500000,Total,Total,Plan Caseload Estimate,GHO Estimates,260731157,Humanitarian response plan,708098081,1.05187362237396,673177904.586963,247873082.330518
2021,1029,Venezuela Plan de Respuesta humanitario 2021,"Venezuela, Bolivarian Republic of",VEN,0,Total,Alcance esperado,expectedReach,4e+06,Total,Total,Plan Caseload Estimate,GHO Estimates,260731157,Humanitarian response plan,708098081,1.05187362237396,673177904.586963,247873082.330518
2021,1030,Cameroon Humanitarian Response Plan 2021,Cameroon,CMR,0,Total,In Need,inNeed,4406243,Total,Total,Plan Caseload Estimate,GHO Estimates,183931423,Humanitarian response plan,361554315,1.05187362237396,343724100.794555,174860761.870697
2021,1030,Cameroon Humanitarian Response Plan 2021,Cameroon,CMR,0,Total,Targeted,target,3024835,Total,Total,Plan Caseload Estimate,GHO Estimates,183931423,Humanitarian response plan,361554315,1.05187362237396,343724100.794555,174860761.870697
2021,1030,Cameroon Humanitarian Response Plan 2021,Cameroon,CMR,0,Total,Expected Reach,expectedReach,1600000,Total,Total,Plan Caseload Estimate,GHO Estimates,183931423,Humanitarian response plan,361554315,1.05187362237396,343724100.794555,174860761.870697
2021,1031,Afghanistan Humanitarian Response Plan 2021,Afghanistan,AFG,0,Total,In Need,inNeed,18400000,Total,Total,Plan Caseload Final,HRP,781686980,Humanitarian response plan,868666483,1.05187362237396,825827803.381474,743137733.823785
2021,1031,Afghanistan Humanitarian Response Plan 2021,Afghanistan,AFG,0,Total,Targeted,target,17700000,Total,Total,Plan Caseload Final,HRP,781686980,Humanitarian response plan,868666483,1.05187362237396,825827803.381474,743137733.823785
2021,1031,Afghanistan Humanitarian Response Plan 2021,Afghanistan,AFG,0,Total,Expected Reach,expectedReach,17500000,Total,Total,Plan Caseload Final,HRP,781686980,Humanitarian response plan,868666483,1.05187362237396,825827803.381474,743137733.823785
2021,1032,Nigeria Humanitarian Response Plan 2021,Nigeria,NGA,0,Total,In Need,inNeed,8700000,Total,Total,2021 Plan Caseload,2021 HRP figures,701186046,Humanitarian response plan,1006358629,1.05187362237396,956729599.064157,666606739.712232
2021,1032,Nigeria Humanitarian Response Plan 2021,Nigeria,NGA,0,Total,Targeted,target,6400000,Total,Total,2021 Plan Caseload,2021 HRP figures,701186046,Humanitarian response plan,1006358629,1.05187362237396,956729599.064157,666606739.712232
2021,1032,Nigeria Humanitarian Response Plan 2021,Nigeria,NGA,0,Total,Expected Reach,expectedReach,4800000,Total,Total,2021 Plan Caseload,2021 HRP figures,701186046,Humanitarian response plan,1006358629,1.05187362237396,956729599.064157,666606739.712232
2021,1033,Niger Humanitarian Response Plan 2021,Niger,NER,0,Total,Dans le besoin,inNeed,3821659,Total,Total,Plan Caseload,"NER HRP 2021, NER HNO 2021",225199303,Humanitarian response plan,523182880,1.05187362237396,497381880.172293,214093497.745243
2021,1033,Niger Humanitarian Response Plan 2021,Niger,NER,0,Total,Ciblées,target,2072941,Total,Total,Plan Caseload,"NER HRP 2021, NER HNO 2021",225199303,Humanitarian response plan,523182880,1.05187362237396,497381880.172293,214093497.745243
2021,1033,Niger Humanitarian Response Plan 2021,Niger,NER,0,Total,Atteintes Attendues,expectedReach,1700000,Total,Total,Plan Caseload,"NER HRP 2021, NER HNO 2021",225199303,Humanitarian response plan,523182880,1.05187362237396,497381880.172293,214093497.745243
2021,1034,Pakistan Humanitarian Response Plan 2021,Pakistan,PAK,0,Total,In Need,inNeed,1.1e+07,Total,Total,Plan Caseload Final HRP,HRP,105340771,Humanitarian response plan,332043165,1.05187362237396,315668306.474514,100145843.340246
2021,1034,Pakistan Humanitarian Response Plan 2021,Pakistan,PAK,0,Total,Targeted,target,4291405,Total,Total,Plan Caseload Final HRP,HRP,105340771,Humanitarian response plan,332043165,1.05187362237396,315668306.474514,100145843.340246
2021,1034,Pakistan Humanitarian Response Plan 2021,Pakistan,PAK,0,Total,Expected Reach,expectedReach,2595336,Total,Total,Plan Caseload Final HRP,HRP,105340771,Humanitarian response plan,332043165,1.05187362237396,315668306.474514,100145843.340246
2021,1035,Iraq Humanitarian Response Plan 2021,Iraq,IRQ,0,Total,In Need,inNeed,4100000,Total,Total,Plan Caseload,"",379622483,Humanitarian response plan,607196803,1.05187362237396,577252618.64598,360901228.935882
2021,1035,Iraq Humanitarian Response Plan 2021,Iraq,IRQ,0,Total,Targeted,target,1500000,Total,Total,Plan Caseload,"",379622483,Humanitarian response plan,607196803,1.05187362237396,577252618.64598,360901228.935882
2021,1035,Iraq Humanitarian Response Plan 2021,Iraq,IRQ,0,Total,Expected Reach,expectedReach,1200000,Total,Total,Plan Caseload,"",379622483,Humanitarian response plan,607196803,1.05187362237396,577252618.64598,360901228.935882
2021,1036,Mali Plan de Réponse Humanitaire 2021,Mali,MLI,0,Total,Dans le besoin,inNeed,5917269,Total,Total,Final HRP Caseload,HRP 2021,215767581,Humanitarian response plan,563286869,1.05187362237396,535508122.856742,205126905.371994
2021,1036,Mali Plan de Réponse Humanitaire 2021,Mali,MLI,0,Total,Ciblées,target,4745063,Total,Total,Final HRP Caseload,HRP 2021,215767581,Humanitarian response plan,563286869,1.05187362237396,535508122.856742,205126905.371994
2021,1036,Mali Plan de Réponse Humanitaire 2021,Mali,MLI,0,Total,Atteintes Attendues,expectedReach,2450000,Total,Total,Final HRP Caseload,HRP 2021,215767581,Humanitarian response plan,563286869,1.05187362237396,535508122.856742,205126905.371994
2021,1037,Burkina Faso Plan de Réponse Humanitaire 2021,Burkina Faso,BFA,0,Total,Dans le besoin,inNeed,3533773,Total,Total,Personnes dans le besoin et ciblées pour une assistance alimentaire,HRP2021,262921841,Humanitarian response plan,607875894,1.05187362237396,577898219.966856,249955731.760452
2021,1037,Burkina Faso Plan de Réponse Humanitaire 2021,Burkina Faso,BFA,0,Total,Ciblées,target,2920010,Total,Total,Personnes dans le besoin et ciblées pour une assistance alimentaire,HRP2021,262921841,Humanitarian response plan,607875894,1.05187362237396,577898219.966856,249955731.760452
2021,1037,Burkina Faso Plan de Réponse Humanitaire 2021,Burkina Faso,BFA,0,Total,Atteintes Attendues,expectedReach,1600000,Total,Total,Personnes dans le besoin et ciblées pour une assistance alimentaire,HRP2021,262921841,Humanitarian response plan,607875894,1.05187362237396,577898219.966856,249955731.760452
2021,1038,Regional Migrant Humanitarian Response Plan for the Horn of Africa and Yemen 2021,Yemen; Ethiopia; Somalia; Djibouti,YEM; ETH; SOM; DJI,0,Total,In Need,inNeed,613667,Total,Total,Final caseload,"",22109173,Regional response plan,68193940,1.05187362237396,64830925.0745294,21018849.1561392
2021,1038,Regional Migrant Humanitarian Response Plan for the Horn of Africa and Yemen 2021,Yemen; Ethiopia; Somalia; Djibouti,YEM; ETH; SOM; DJI,0,Total,Targeted,target,311017,Total,Total,Final caseload,"",22109173,Regional response plan,68193940,1.05187362237396,64830925.0745294,21018849.1561392
2021,1039,Burundi Humanitarian Response Plan 2021,Burundi,BDI,0,Total,Dans le besoin,inNeed,2255830,Total,Total,Plan Caseload,Burundi HRP 2021,71529211,Humanitarian response plan,194684000,1.05187362237396,185083070.683549,68001715.6800327
2021,1039,Burundi Humanitarian Response Plan 2021,Burundi,BDI,0,Total,Ciblées,target,1058332,Total,Total,Plan Caseload,Burundi HRP 2021,71529211,Humanitarian response plan,194684000,1.05187362237396,185083070.683549,68001715.6800327
2021,1039,Burundi Humanitarian Response Plan 2021,Burundi,BDI,0,Total,Atteintes Attendues,expectedReach,354000,Total,Total,Plan Caseload,Burundi HRP 2021,71529211,Humanitarian response plan,194684000,1.05187362237396,185083070.683549,68001715.6800327
2021,1040,Mozambique Humanitarian Response Plan 2021,Mozambique,MOZ,0,Total,In Need,inNeed,1326777,Total,Total,Mozambique HRP 2021 Caseload,Mozambique HRP 2021,169519324,Humanitarian response plan,254080356,1.05187362237396,241550268.583187,161159402.036734
2021,1040,Mozambique Humanitarian Response Plan 2021,Mozambique,MOZ,0,Total,Targeted,target,1046911,Total,Total,Mozambique HRP 2021 Caseload,Mozambique HRP 2021,169519324,Humanitarian response plan,254080356,1.05187362237396,241550268.583187,161159402.036734
2021,1040,Mozambique Humanitarian Response Plan 2021,Mozambique,MOZ,0,Total,Expected Reach,expectedReach,1230000,Total,Total,Mozambique HRP 2021 Caseload,Mozambique HRP 2021,169519324,Humanitarian response plan,254080356,1.05187362237396,241550268.583187,161159402.036734
2021,1041,Ethiopia Humanitarian Response Plan 2021,Ethiopia,ETH,0,Total,In Need,inNeed,23902819,Total,Total,Plan Caseload,2021 HRP,678882670,Humanitarian response plan,1488027181,1.05187362237396,1414644449.05624,645403264.764677
2021,1041,Ethiopia Humanitarian Response Plan 2021,Ethiopia,ETH,0,Total,Targeted,target,14828160,Total,Total,Plan Caseload,2021 HRP,678882670,Humanitarian response plan,1488027181,1.05187362237396,1414644449.05624,645403264.764677
2021,1041,Ethiopia Humanitarian Response Plan 2021,Ethiopia,ETH,0,Total,Expected Reach,expectedReach,7671261,Total,Total,Plan Caseload,2021 HRP,678882670,Humanitarian response plan,1488027181,1.05187362237396,1414644449.05624,645403264.764677
2021,1042,Zimbabwe Humanitarian Response Plan 2021,Zimbabwe,ZWE,0,Total,In Need,inNeed,6800000,Total,Total,Final Plan Caseload,HRP,94729393,Humanitarian response plan,506971461,1.05187362237396,481969934.616122,90057770.2349894
2021,1042,Zimbabwe Humanitarian Response Plan 2021,Zimbabwe,ZWE,0,Total,Targeted,target,4500000,Total,Total,Final Plan Caseload,HRP,94729393,Humanitarian response plan,506971461,1.05187362237396,481969934.616122,90057770.2349894
2021,1042,Zimbabwe Humanitarian Response Plan 2021,Zimbabwe,ZWE,0,Total,Expected Reach,expectedReach,2900000,Total,Total,Final Plan Caseload,HRP,94729393,Humanitarian response plan,506971461,1.05187362237396,481969934.616122,90057770.2349894
2021,1043,Haiti Humanitarian Response Plan 2021,Haiti,HTI,0,Total,Dans le besoin,inNeed,4355735,Total,Total,Plan Caseload Estimate,GHO Estimates,64992083,Humanitarian response plan,235595167,1.05187362237396,223976685.020667,61786969.0974095
2021,1043,Haiti Humanitarian Response Plan 2021,Haiti,HTI,0,Total,Ciblées,target,1500000,Total,Total,Plan Caseload Estimate,GHO Estimates,64992083,Humanitarian response plan,235595167,1.05187362237396,223976685.020667,61786969.0974095
2021,1043,Haiti Humanitarian Response Plan 2021,Haiti,HTI,0,Total,Atteintes Attendues,expectedReach,1622490,Total,Total,Plan Caseload Estimate,GHO Estimates,64992083,Humanitarian response plan,235595167,1.05187362237396,223976685.020667,61786969.0974095
2021,1044,Syria Humanitarian Response Plan 2021,Syrian Arab Republic,SYR,0,Total,In Need,inNeed,13400000,Total,Total,Plan Caseload,,1967386264,Humanitarian response plan,4224416702,1.05187362237396,4016087685.95791,1870363722.55427
2021,1044,Syria Humanitarian Response Plan 2021,Syrian Arab Republic,SYR,0,Total,Targeted,target,11100000,Total,Total,Plan Caseload,,1967386264,Humanitarian response plan,4224416702,1.05187362237396,4016087685.95791,1870363722.55427
2021,1044,Syria Humanitarian Response Plan 2021,Syrian Arab Republic,SYR,0,Total,Expected Reach,expectedReach,6700000,Total,Total,Plan Caseload,,1967386264,Humanitarian response plan,4224416702,1.05187362237396,4016087685.95791,1870363722.55427
2021,1045,Honduras Flash Appeal 2020-2021,Honduras,HND,0,Total,In Need,inNeed,0,Total,Total,Flash Appeal Caseload,,80476279,Flash appeal,90089849,1.05187362237396,85647027.4410699,76507554.9840048
2021,1045,Honduras Flash Appeal 2020-2021,Honduras,HND,0,Total,Targeted,target,0,Total,Total,Flash Appeal Caseload,,80476279,Flash appeal,90089849,1.05187362237396,85647027.4410699,76507554.9840048
2021,1045,Honduras Flash Appeal 2020-2021,Honduras,HND,0,Total,Expected Reached,expectedReach,7e+05,Total,Total,Flash Appeal Caseload,,80476279,Flash appeal,90089849,1.05187362237396,85647027.4410699,76507554.9840048
2021,1046,Myanmar Humanitarian Response Plan 2021,Myanmar,MMR,0,Total,In Need,inNeed,1035782,Total,Total,Plan Caseload HRP,HRP,211928156,Humanitarian response plan,276455939,1.05187362237396,262822389.609952,201476823.348514
2021,1046,Myanmar Humanitarian Response Plan 2021,Myanmar,MMR,0,Total,Targeted,target,944468,Total,Total,Plan Caseload HRP,HRP,211928156,Humanitarian response plan,276455939,1.05187362237396,262822389.609952,201476823.348514
2021,1046,Myanmar Humanitarian Response Plan 2021,Myanmar,MMR,0,Total,Expected Reach,expectedReach,667000,Total,Total,Plan Caseload HRP,HRP,211928156,Humanitarian response plan,276455939,1.05187362237396,262822389.609952,201476823.348514
2021,1047,Madagascar's Grand Sud Flash Appeal 2021,Madagascar,MDG,0,Total,In Need,inNeed,1590000,Total,Total,Plan caseload,Flash Appeal,126856583,Flash appeal,166188813,1.05187362237396,157993136.689682,120600593.361871
2021,1047,Madagascar's Grand Sud Flash Appeal 2021,Madagascar,MDG,0,Total,Targeted,target,1310000,Total,Total,Plan caseload,Flash Appeal,126856583,Flash appeal,166188813,1.05187362237396,157993136.689682,120600593.361871
2021,1047,Madagascar's Grand Sud Flash Appeal 2021,Madagascar,MDG,0,Total,Expected Reach,expectedReach,908000,Total,Total,Plan caseload,Flash Appeal,126856583,Flash appeal,166188813,1.05187362237396,157993136.689682,120600593.361871
2021,1048,Nepal Covid-19 Response Plan 2021,Nepal,NPL,0,Total,In Need,inNeed,4900000,Total,Total,Plan Estimates,Government of Nepal,5555176,Other,83621252,1.05187362237396,79497432.2212552,5281219.98863571
2021,1048,Nepal Covid-19 Response Plan 2021,Nepal,NPL,0,Total,Targeted,target,750000,Total,Total,Plan Estimates,Government of Nepal,5555176,Other,83621252,1.05187362237396,79497432.2212552,5281219.98863571
2021,1049,Escalation of Hostilities in the oPt  Flash Appeal 2021,occupied Palestinian territory,PSE,0,Total,In Need,inNeed,0,Total,Total,Plan Caseload final,,61095001,Flash appeal,95062068,1.05187362237396,90374039.2172358,58082073.4549038
2021,1049,Escalation of Hostilities in the oPt  Flash Appeal 2021,occupied Palestinian territory,PSE,0,Total,Targeted,target,0,Total,Total,Plan Caseload final,,61095001,Flash appeal,95062068,1.05187362237396,90374039.2172358,58082073.4549038
2021,1049,Escalation of Hostilities in the oPt  Flash Appeal 2021,occupied Palestinian territory,PSE,0,Total,Expected Reach,expectedReach,0,Total,Total,Plan Caseload final,,61095001,Flash appeal,95062068,1.05187362237396,90374039.2172358,58082073.4549038
2021,1050,Lebanon Emergency Response Plan 2021,Lebanon,LBN,0,Total,In Need,inNeed,1863924,Total,Total,Plan caseload final figures,,69756828,Other,167976726,1.05187362237396,159692877.953243,66316738.5475137
2021,1050,Lebanon Emergency Response Plan 2021,Lebanon,LBN,0,Total,Targeted,target,1091671,Total,Total,Plan caseload final figures,,69756828,Other,167976726,1.05187362237396,159692877.953243,66316738.5475137
2021,1051,Myanmar Interim Emergency Response Plan 2021,Myanmar,MMR,0,Total,In Need,inNeed,2128218,Total,Total,Plan Caseload,Myanmar Interim Emergency Response Plan  2021 - Overview,18275636,Other,109161826,1.05187362237396,103778461.288566,17374364.7632821
2021,1051,Myanmar Interim Emergency Response Plan 2021,Myanmar,MMR,0,Total,Targeted,target,2127532,Total,Total,Plan Caseload,Myanmar Interim Emergency Response Plan  2021 - Overview,18275636,Other,109161826,1.05187362237396,103778461.288566,17374364.7632821
2021,1051,Myanmar Interim Emergency Response Plan 2021,Myanmar,MMR,0,Total,Expected Reach,expectedReach,1533000,Total,Total,Plan Caseload,Myanmar Interim Emergency Response Plan  2021 - Overview,18275636,Other,109161826,1.05187362237396,103778461.288566,17374364.7632821
2021,1052,Guatemala Plan de Respuesta Humanitario 2021,Guatemala,GTM,0,Total,Personas con Necesidades,inNeed,3800000,Total,Total,Plan caseload,HRP,33350695,Humanitarian response plan,56291832,1.05187362237396,53515774.9016995,31705990.4256666
2021,1052,Guatemala Plan de Respuesta Humanitario 2021,Guatemala,GTM,0,Total,Población Meta,target,1680000,Total,Total,Plan caseload,HRP,33350695,Humanitarian response plan,56291832,1.05187362237396,53515774.9016995,31705990.4256666
2021,1052,Guatemala Plan de Respuesta Humanitario 2021,Guatemala,GTM,0,Total,Alcance esperado,expectedReach,136051,Total,Total,Plan caseload,HRP,33350695,Humanitarian response plan,56291832,1.05187362237396,53515774.9016995,31705990.4256666
2021,1053,Honduras Plan de Respuesta Humanitario 2021,Honduras,HND,0,Total,Personas con Necesidades,inNeed,2800000,Total,Total,Caseload PIN Honduras,HNO/HRP,21322569,Humanitarian response plan,78903084,1.05187362237396,75011942.8053769,20271036.8873757
2021,1053,Honduras Plan de Respuesta Humanitario 2021,Honduras,HND,0,Total,Población Meta,target,1800000,Total,Total,Caseload PIN Honduras,HNO/HRP,21322569,Humanitarian response plan,78903084,1.05187362237396,75011942.8053769,20271036.8873757
2021,1053,Honduras Plan de Respuesta Humanitario 2021,Honduras,HND,0,Total,Alcance esperado,expectedReach,28000,Total,Total,Caseload PIN Honduras,HNO/HRP,21322569,Humanitarian response plan,78903084,1.05187362237396,75011942.8053769,20271036.8873757
2021,1054,El Salvador Plan de Respuesta Humanitario 2021,El Salvador,SLV,0,Total,Personas con Necesidades,inNeed,1700000,Total,Total,Plan Estimates,OCHA,22246041,Humanitarian response plan,42156698,1.05187362237396,40077721.4137732,21148967.4489538
2021,1054,El Salvador Plan de Respuesta Humanitario 2021,El Salvador,SLV,0,Total,Población Meta,target,912200,Total,Total,Plan Estimates,OCHA,22246041,Humanitarian response plan,42156698,1.05187362237396,40077721.4137732,21148967.4489538
2021,1054,El Salvador Plan de Respuesta Humanitario 2021,El Salvador,SLV,0,Total,Alcance esperado,expectedReach,47687,Total,Total,Plan Estimates,OCHA,22246041,Humanitarian response plan,42156698,1.05187362237396,40077721.4137732,21148967.4489538
2021,1055,Northern Ethiopia Response Plan 2021,Ethiopia,ETH,0,Total,In Need,inNeed,5235763,Total,Total,Plan Caseload,Plan caseload,679571716,Other,956952000,1.05187362237396,909759480.269377,646058330.150236
2021,1055,Northern Ethiopia Response Plan 2021,Ethiopia,ETH,0,Total,Targeted,target,5235763,Total,Total,Plan Caseload,Plan caseload,679571716,Other,956952000,1.05187362237396,909759480.269377,646058330.150236
2021,1055,Northern Ethiopia Response Plan 2021,Ethiopia,ETH,0,Total,Expected Reach,expectedReach,1719965,Total,Total,Plan Caseload,Plan caseload,679571716,Other,956952000,1.05187362237396,909759480.269377,646058330.150236
2021,1056,Haiti Flash Appeal 2021,Haiti,HTI,0,Total,In Need,inNeed,39157,Total,Total,Flash Appeal caseload,,80582608,Flash appeal,187295000,1.05187362237396,178058462.553036,76608640.321386
2021,1056,Haiti Flash Appeal 2021,Haiti,HTI,0,Total,Targeted,target,271156,Total,Total,Flash Appeal caseload,,80582608,Flash appeal,187295000,1.05187362237396,178058462.553036,76608640.321386
2021,1056,Haiti Flash Appeal 2021,Haiti,HTI,0,Total,Expected Reach,expectedReach,166823,Total,Total,Flash Appeal caseload,,80582608,Flash appeal,187295000,1.05187362237396,178058462.553036,76608640.321386
2021,1057,Afghanistan Flash Appeal 2021,Afghanistan,AFG,0,Total,In Need,inNeed,0,Total,Total,"",,914616615,Flash appeal,606261163,1.05187362237396,576363120.154813,869511883.885646
2021,1057,Afghanistan Flash Appeal 2021,Afghanistan,AFG,0,Total,Targeted,target,0,Total,Total,"",,914616615,Flash appeal,606261163,1.05187362237396,576363120.154813,869511883.885646
2021,1057,Afghanistan Flash Appeal 2021,Afghanistan,AFG,0,Total,Expected Reach,expectedReach,0,Total,Total,"",,914616615,Flash appeal,606261163,1.05187362237396,576363120.154813,869511883.885646
2021,1073,Kenya Drought Flash Appeal 2021,Kenya,KEN,0,Total,In Need,inNeed,2945397,Total,Total,2021 Plan Caseload,,15202484,Flash appeal,139498540,1.05187362237396,132619106.547389,14452766.6410055
2021,1073,Kenya Drought Flash Appeal 2021,Kenya,KEN,0,Total,Targeted,target,1293570,Total,Total,2021 Plan Caseload,,15202484,Flash appeal,139498540,1.05187362237396,132619106.547389,14452766.6410055
2021,1073,Kenya Drought Flash Appeal 2021,Kenya,KEN,0,Total,Expected Reach,expectedReach,795000,Total,Total,2021 Plan Caseload,,15202484,Flash appeal,139498540,1.05187362237396,132619106.547389,14452766.6410055
