"","region","ID","conflict","type","start","intensity_2020","intensity_2019","intensity_2018","intensity_2017","intensity_2016","autonomy","international_power","national_power","other","resources","secession","subnational_predominance","system_ideology","territory","items"
"238","Asia and Oceania",41093,"Indonesia (Aceh regional government – opposition / Aceh)","intrastate",2006,1,1,1,2,2,0,0,0,0,1,0,1,0,0,"resources;subnational predominance"
"239","Asia and Oceania",40051,"Indonesia (Aceh)","intrastate",1953,1,1,1,1,1,1,0,0,0,1,0,0,0,0,"autonomy;resources"
"240","Asia and Oceania",41092,"Indonesia (Ahmadi)","substate",1980,2,2,2,2,2,0,0,0,0,0,0,1,0,0,"subnational predominance"
"241","Asia and Oceania",40101,"Indonesia (Christians – Muslims)","intrastate",1998,3,3,3,3,3,0,0,0,0,0,0,1,0,0,"subnational predominance"
"242","Asia and Oceania",40052,"Indonesia (Islamist militant groups)","intrastate",1981,3,3,3,3,3,0,0,0,0,0,0,0,1,0,"system/ideology"
"243","Asia and Oceania",40055,"Indonesia (Papua)","intrastate",1961,3,4,3,3,3,0,0,0,0,1,1,0,0,0,"resources;secession"
"244","Asia and Oceania",40251,"Indonesia – Timor-Leste","interstate",2002,1,1,1,1,1,0,0,0,1,0,0,0,0,1,"other;territory"
"245","Asia and Oceania",40006,"Japan – Russia","interstate",1945,1,2,2,2,2,0,1,0,0,0,0,0,0,1,"iternational power;territory"
"246","Asia and Oceania",40007,"Japan – South Korea","interstate",1951,2,2,2,1,1,0,0,0,1,0,0,0,0,1,"other;territory"
"247","Asia and Oceania",40008,"Japan, South Korea, USA – North Korea","interstate",1990,2,2,2,2,2,0,1,0,1,0,0,0,1,0,"iternational power;other;system/ideology"
"248","Asia and Oceania",42034,"Kazakhstan (Islamist groups)","intrastate",2011,1,1,1,1,3,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"249","Asia and Oceania",40232,"Kazakhstan (opposition)","intrastate",2004,2,2,2,2,2,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"250","Asia and Oceania",40260,"Kyrgyzstan (opposition)","intrastate",2005,3,2,2,2,2,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"251","Asia and Oceania",42035,"Kyrgyzstan – Uzbekistan – Tajikistan (border communities / Fergana Valley)","transstate",2000,3,3,3,3,3,0,1,0,0,0,0,0,0,1,"iternational power;territory"
"252","Asia and Oceania",42036,"Laos (Christians)","intrastate",1975,2,2,1,1,1,0,0,0,0,0,0,0,1,0,"system/ideology"
"253","Asia and Oceania",40017,"Laos (Hmong)","intrastate",1975,3,2,3,1,1,1,0,0,0,0,0,0,1,0,"autonomy;system/ideology"
"254","Asia and Oceania",40024,"Malaysia (eastern Sabah)","intrastate",2013,1,-99,-99,1,2,0,0,0,0,0,1,0,0,0,"secession"
"255","Asia and Oceania",41029,"Malaysia (Malay – Chinese, Indian, Indigenous Malaysians)","substate",1946,1,1,1,1,1,0,0,0,0,0,0,1,1,0,"subnational predominance;system/ideology"
"256","Asia and Oceania",40012,"Malaysia – Singapore","interstate",1963,1,1,2,1,1,0,0,0,0,0,0,0,0,1,"territory"
"257","Asia and Oceania",40220,"Maldives (opposition)","intrastate",2003,3,2,3,2,3,0,0,1,0,0,0,0,0,0,"national power"
"258","Asia and Oceania",40509,"Myanmar (AA / Rakhine State)","intrastate",2015,4,4,3,3,3,1,0,0,0,0,0,0,0,0,"autonomy"
"259","Asia and Oceania",40331,"Myanmar (KIA, KIO / Kachin State)","intrastate",1961,3,3,4,3,4,1,0,0,0,1,0,0,0,0,"autonomy;resources"
"260","Asia and Oceania",40320,"Myanmar (KNU, KNLA, DKBA et al. / Karen State, Kayah State)","intrastate",1948,4,3,3,3,3,1,0,0,0,0,0,0,0,0,"autonomy"
"261","Asia and Oceania",45002,"Myanmar (MNDAA / Shan State)","intrastate",1989,3,2,3,3,3,0,0,0,0,1,0,1,0,0,"resources;subnational predominance"
"262","Asia and Oceania",40021,"Myanmar (opposition)","intrastate",1962,3,3,3,1,1,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"263","Asia and Oceania",41266,"Myanmar (Rohingya)","intrastate",2012,3,3,4,5,4,0,0,0,1,0,0,1,0,0,"other;subnational predominance"
"264","Asia and Oceania",40043,"Myanmar (socioeconomic protests)","intrastate",2012,3,3,1,1,3,0,0,0,0,1,0,0,0,0,"resources"
"265","Asia and Oceania",40321,"Myanmar (SSA / Shan State)","intrastate",1953,3,3,3,3,2,1,0,0,0,0,0,0,0,0,"autonomy"
"266","Asia and Oceania",40330,"Myanmar (TNLA / Shan State)","intrastate",2013,3,3,3,3,4,0,0,0,0,1,0,1,0,0,"resources;subnational predominance"
"267","Asia and Oceania",40332,"Myanmar (TNLA – RCSS / Shan State)","substate",2015,3,3,3,2,3,0,0,0,0,0,0,1,0,0,"subnational predominance"
"268","Asia and Oceania",40333,"Myanmar (UWSA, NDAA / Shan State)","intrastate",1988,1,2,1,1,2,1,0,0,0,0,0,0,0,0,"autonomy"
"269","Asia and Oceania",40302,"Nepal (Madhesis, Tharus / Terai)","intrastate",2004,2,3,3,3,3,1,0,0,0,0,0,0,0,0,"autonomy"
"270","Asia and Oceania",40065,"Nepal (opposition)","intrastate",2008,2,3,3,3,3,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"271","Asia and Oceania",42010,"Nepal (right-wing Hindu groups)","intrastate",2006,2,3,3,3,3,0,0,0,0,0,0,0,1,0,"system/ideology"
"272","Asia and Oceania",40004,"North Korea – South Korea","interstate",1948,3,2,2,2,2,0,1,0,0,0,0,0,1,1,"iternational power;system/ideology;territory"
"273","Asia and Oceania",45003,"North Korea, China (defectors)","transstate",2000,2,3,2,3,3,0,0,0,1,0,0,0,1,0,"other;system/ideology"
"274","Asia and Oceania",40244,"Pakistan (Balochistan)","intrastate",1948,3,3,3,3,3,0,0,0,0,1,1,0,0,0,"resources;secession"
"275","Asia and Oceania",40301,"Pakistan (Islamist militant groups)","intrastate",2001,3,3,4,4,5,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"276","Asia and Oceania",40313,"Pakistan (opposition)","intrastate",1973,3,2,3,3,3,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"277","Asia and Oceania",42100,"Pakistan (Pashtuns / PTM)","intrastate",2018,3,3,3,0,0,1,0,0,0,0,0,0,0,0,"autonomy"
"278","Asia and Oceania",42013,"Pakistan (Sindh)","intrastate",1947,3,2,3,3,3,0,0,0,0,1,0,1,0,0,"resources;subnational predominance"
"279","Asia and Oceania",40245,"Pakistan (Sunni militants – religious groups)","intrastate",1985,3,3,3,3,3,0,0,0,0,0,0,1,0,0,"subnational predominance"
"280","Asia and Oceania",42004,"Pakistan – USA","interstate",2003,1,1,1,1,1,0,0,0,1,0,0,0,0,0,"other"
"281","Asia and Oceania",42045,"Papua New Guinea (Bougainville)","intrastate",1964,1,1,1,1,1,1,0,0,0,1,0,0,0,0,"autonomy;resources"
"282","Asia and Oceania",40036,"Papua New Guinea (opposition)","intrastate",2011,1,2,2,3,3,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"283","Asia and Oceania",41061,"Papua New Guinea (socioeconomic protests)","intrastate",1995,1,2,2,3,2,1,0,0,0,1,0,0,0,0,"autonomy;resources"
"284","Asia and Oceania",40039,"Papua New Guinea (tribal tensions)","substate",1975,3,3,3,3,3,0,0,0,0,1,0,1,0,0,"resources;subnational predominance"
"285","Asia and Oceania",40030,"Papua New Guinea (urban tensions)","substate",1975,1,2,2,2,2,0,0,0,0,0,0,1,0,0,"subnational predominance"
"286","Asia and Oceania",41094,"Philippines (BIFM, BIFF – government)","intrastate",2008,3,4,4,4,4,0,0,0,0,0,1,1,0,0,"secession;subnational predominance"
"287","Asia and Oceania",40005,"Philippines (CPP, NPA)","intrastate",1968,4,3,3,3,3,0,0,0,0,0,0,0,1,0,"system/ideology"
"288","Asia and Oceania",40003,"Philippines (Islamist militant groups)","intrastate",1991,4,4,4,5,NA,0,0,0,0,0,0,0,1,0,"system/ideology"
"289","Asia and Oceania",41095,"Philippines (MILF – MNLF)","substate",2009,3,2,3,3,3,0,0,0,0,0,0,1,0,0,"subnational predominance"
"290","Asia and Oceania",40002,"Philippines (MILF)","intrastate",1977,2,3,3,3,3,1,0,0,0,1,0,0,1,0,"autonomy;resources;system/ideology"
"291","Asia and Oceania",40009,"Philippines (MNLF)","intrastate",1969,2,2,2,2,2,0,0,0,0,1,1,0,1,0,"resources;secession;system/ideology"
"292","Asia and Oceania",40204,"Sri Lanka (inter-religious tensions)","substate",1948,3,3,3,3,1,0,0,0,0,0,0,0,1,0,"system/ideology"
"293","Asia and Oceania",40200,"Sri Lanka (Northern Province, Eastern Province)","intrastate",2009,3,3,2,2,3,1,0,0,0,0,0,0,1,0,"autonomy;system/ideology"
"294","Asia and Oceania",40231,"Tajikistan (Islamist groups)","intrastate",1997,2,3,3,3,3,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"295","Asia and Oceania",40175,"Thailand (Islamist separatists / Southern Border Provinces)","intrastate",1902,3,3,3,3,3,0,0,0,0,0,1,0,1,0,"secession;system/ideology"
"296","Asia and Oceania",41074,"Thailand (opposition)","intrastate",2006,3,1,1,1,1,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"297","Asia and Oceania",42023,"Vietnam (Montagnards)","intrastate",1958,1,1,1,1,1,1,0,0,0,0,0,0,1,0,"autonomy;system/ideology"
"298","Asia and Oceania",45001,"Vietnam (socioeconomic protests)","intrastate",1986,3,2,3,3,3,0,0,0,1,1,0,0,0,0,"other;resources"
"299","WANA",50049,"Afghanistan (Kuchi Nomads – Hazara)","substate",2007,3,1,1,3,1,0,0,0,0,1,0,1,0,0,"resources;subnational predominance"
"300","WANA",50064,"Afghanistan (Taliban et al.)","intrastate",1994,5,5,5,5,5,0,0,1,0,1,0,0,1,0,"national power;resources;system/ideology"
"301","WANA",51164,"Afghanistan – Pakistan","interstate",1949,3,3,3,3,3,0,1,0,0,0,0,0,0,1,"iternational power;territory"
"302","WANA",50062,"Algeria (Berbers / Kabylia)","intrastate",1963,2,2,2,3,3,1,0,0,0,0,0,0,1,0,"autonomy;system/ideology"
"303","WANA",50401,"Algeria (opposition)","intrastate",2011,3,3,3,3,3,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"304","WANA",50361,"Bahrain (opposition)","intrastate",1975,2,3,3,3,3,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"305","WANA",50402,"Egypt (Christians – Muslims)","substate",1952,3,3,3,3,3,0,0,0,0,0,0,1,0,0,"subnational predominance"
"306","WANA",50302,"Egypt (militant groups / Sinai Peninsula)","intrastate",2011,4,5,5,4,4,0,0,0,0,0,0,1,1,0,"subnational predominance;system/ideology"
"307","WANA",50042,"Egypt (opposition)","intrastate",1954,3,3,3,3,3,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"308","WANA",50016,"Egypt – Sudan","interstate",1958,1,1,1,2,1,0,0,0,0,1,0,0,0,1,"resources;territory"
"309","WANA",50010,"Iran (opposition)","intrastate",1993,3,3,3,3,3,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"310","WANA",51014,"Iran (PDKI et al.)","intrastate",1979,3,3,3,3,3,1,0,0,0,0,0,0,1,0,"autonomy;system/ideology"
"311","WANA",50011,"Iran (People's Mujahideen)","intrastate",1979,2,2,2,2,2,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"312","WANA",51013,"Iran (PJAK)","intrastate",1979,3,3,3,3,3,1,0,0,0,0,0,0,0,0,"autonomy"
"313","WANA",50033,"Iran (Sunni militant groups / Sistan Baluchistan)","intrastate",1979,3,3,3,3,3,1,0,0,0,0,0,0,0,0,"autonomy"
"314","WANA",50034,"Iran – Israel","interstate",1979,3,3,3,2,2,0,1,0,0,0,0,0,1,0,"iternational power;system/ideology"
"315","WANA",50333,"Iran – Saudi Arabia","interstate",1979,2,2,2,2,2,0,1,0,0,0,0,0,1,0,"iternational power;system/ideology"
"316","WANA",50009,"Iran – UAE","interstate",1971,2,1,1,1,1,0,0,0,0,0,0,0,0,1,"territory"
"317","WANA",50013,"Iran – USA","intrastate",1979,3,2,2,2,2,0,1,0,0,0,0,0,1,0,"iternational power;system/ideology"
"318","WANA",50403,"Iraq (KRG – opposition)","substate",2011,3,-99,-99,-99,-99,0,0,0,0,0,0,1,1,0,"subnational predominance;system/ideology"
"319","WANA",50040,"Iraq (Kurdistan Regional Government)","intrastate",1971,1,1,1,3,1,1,0,0,0,1,0,0,0,0,"autonomy;resources"
"320","WANA",50413,"Iraq (opposition)","intrastate",2011,3,4,3,1,1,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"321","WANA",50014,"Iraq (Shiite militant groups)","intrastate",2004,3,3,3,2,2,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"322","WANA",50041,"Israel (Hamas et al.)","intrastate",1988,3,4,4,3,3,0,0,0,0,1,1,0,0,0,"resources;secession"
"323","WANA",50015,"Israel (Hezbollah)","intrastate",1982,3,2,2,2,3,0,0,0,0,0,0,0,1,1,"system/ideology;territory"
"324","WANA",50028,"Israel – Lebanon","interstate",1948,3,2,3,2,2,0,1,0,0,0,0,0,0,1,"iternational power;territory"
"325","WANA",50121,"Israel – State of Palestine° (PNA)","intrastate",1948,3,3,3,3,3,0,0,0,0,1,1,0,1,0,"resources;secession;system/ideology"
"326","WANA",50242,"Israel – Syria","interstate",1948,3,3,3,3,3,0,1,0,0,1,0,0,0,1,"iternational power;resources;territory"
"327","WANA",50404,"Jordan (opposition)","intrastate",2011,3,3,3,1,2,0,0,0,0,0,0,0,1,0,"system/ideology"
"328","WANA",50414,"Kuwait (Bedouns)","intrastate",1959,1,1,1,2,1,0,0,0,1,0,0,0,0,0,"other"
"329","WANA",50418,"Kuwait (opposition)","intrastate",2011,1,1,1,1,1,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"330","WANA",50039,"Lebanon (Fatah al-Islam et al.)","intrastate",2006,1,2,2,3,2,0,0,0,0,0,0,0,1,0,"system/ideology"
"331","WANA",50052,"Lebanon (inner-Palestinian tensions)","substate",2006,1,3,3,3,3,0,0,0,0,0,0,1,0,0,"subnational predominance"
"332","WANA",51006,"Lebanon (Sunni militant groups)","intrastate",2014,3,2,3,4,3,0,0,0,0,0,0,1,1,0,"subnational predominance;system/ideology"
"333","WANA",51400,"Libya (inter-tribal rivalry)","substate",2012,3,4,4,3,3,0,0,0,0,1,0,1,0,0,"resources;subnational predominance"
"334","WANA",50405,"Libya (opposition)","intrastate",2011,5,5,5,5,5,0,0,1,0,1,0,0,1,0,"national power;resources;system/ideology"
"335","WANA",51152,"Mauritania (anti-slavery activists)","intrastate",2015,2,2,3,3,3,0,0,0,0,0,0,0,1,0,"system/ideology"
"336","WANA",50406,"Morocco (opposition)","intrastate",2011,2,3,3,3,3,0,0,0,0,0,0,0,1,0,"system/ideology"
"337","WANA",50063,"Morocco (POLISARIO / Western Sahara°)","intrastate",1975,3,2,2,3,3,0,0,0,0,0,1,0,0,0,"secession"
"338","WANA",50407,"Oman (opposition)","intrastate",2011,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"system/ideology"
"339","WANA",50099,"Qatar – Saudi Arabia et al.","interstate",2017,1,1,1,2,0,0,1,0,0,0,0,0,0,0,"iternational power"
"340","WANA",50235,"Russia – Turkey","interstate",2013,3,2,-99,-99,2,0,1,0,0,1,0,0,0,0,"iternational power;resources"
"341","WANA",50125,"Saudi Arabia (opposition)","intrastate",1992,2,1,3,1,1,0,0,0,0,0,0,0,1,0,"system/ideology"
"342","WANA",50044,"Saudi Arabia (Shiites)","intrastate",1979,1,3,3,3,3,0,0,0,0,0,0,0,1,0,"system/ideology"
"343","WANA",54321,"Saudia Arabia, Yemen (AQAP)","transstate",1990,3,3,NA,NA,NA,0,0,0,0,0,0,0,1,0,"system/ideology"
"344","WANA",50031,"State of Palestine° (Hamas – al-Fatah)","intrastate",1994,2,2,2,1,1,0,0,0,0,0,0,1,0,0,"subnational predominance"
"345","WANA",50047,"State of Palestine° (Hamas – Salafi Groups)","intrastate",2007,2,3,3,3,2,0,0,0,0,0,0,1,0,0,"subnational predominance"
"346","WANA",50416,"Syria (FSA, Islamist groups – KSC / Kurdish regions)","substate",2012,1,2,3,3,3,0,0,0,0,1,0,1,0,0,"resources;subnational predominance"
"347","WANA",50051,"Syria (inter-opposition rivalry)","intrastate",2013,3,4,5,5,5,0,0,0,0,1,0,1,1,0,"resources;subnational predominance;system/ideology"
"348","WANA",50417,"Syria (Kurdish groups)","intrastate",1962,3,2,3,3,3,1,0,0,0,0,0,1,0,0,"autonomy;subnational predominance"
"349","WANA",50408,"Syria (opposition)","intrastate",2011,5,5,5,5,5,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"350","WANA",50050,"Syria (Turkey – SDF / Northern Syria)","intrastate",2018,3,5,5,0,0,1,0,0,0,0,0,1,0,0,"autonomy;subnational predominance"
"351","WANA",50026,"Syria – Turkey","interstate",1946,2,2,2,2,2,0,1,0,0,0,0,0,0,1,"iternational power;territory"
"352","WANA",50243,"Syria – USA","interstate",2003,2,2,3,3,2,0,1,0,0,0,0,0,1,0,"iternational power;system/ideology"
"353","WANA",50020,"Syria, Iraq et al. (IS)","transstate",2014,5,5,5,5,5,0,1,0,0,1,0,0,1,0,"iternational power;resources;system/ideology"
"354","WANA",50409,"Tunisia (opposition)","intrastate",2010,3,3,3,3,3,0,0,0,0,0,0,0,1,0,"system/ideology"
"355","WANA",50055,"Turkey (opposition)","intrastate",2013,1,1,2,2,4,0,0,1,0,0,0,0,1,0,"national power;system/ideology"
"356","WANA",50241,"Turkey (PKK, TAK)","intrastate",1978,5,5,5,4,5,1,0,0,0,0,0,0,0,0,"autonomy"
"357","WANA",50045,"Yemen (al-Hirak / Southern Yemen)","intrastate",2007,5,3,3,2,2,0,0,0,0,0,1,0,0,0,"secession"
"358","WANA",50412,"Yemen (AQAP – al-Houthi forces)","substate",2010,3,3,3,3,3,0,0,0,0,0,0,1,1,0,"subnational predominance;system/ideology"
"359","WANA",50023,"Yemen, Saudi Arabia (al-Houthi forces)","transstate",2004,5,5,5,5,5,0,0,1,0,0,0,0,0,0,"national power"
